Student ID,Quiz ID,Question ID,Date,Subject,Section of said Subject,Major,Grade of Student,University,Correct
10177,1,1-10,2024-01-01,Math,Math Section 8,History,3,University D,False
10177,1,1-11,2024-01-01,Economics,Economics Section 8,History,3,University D,True
10177,1,1-12,2024-01-01,English,English Section 4,History,3,University D,False
10177,1,1-13,2024-01-01,Physics,Physics Section 7,History,3,University D,True
10177,1,1-14,2024-01-01,Math,Math Section 9,History,3,University D,True
10177,1,1-15,2024-01-01,Physics,Physics Section 5,History,3,University D,False
10177,1,1-16,2024-01-01,Biology,Biology Section 3,History,3,University D,False
10177,1,1-17,2024-01-01,Science,Science Section 7,History,3,University D,True
10177,1,1-18,2024-01-01,History,History Section 3,History,3,University D,False
10177,1,1-19,2024-01-01,Biology,Biology Section 6,History,3,University D,True
10177,1,1-20,2024-01-01,Science,Science Section 5,History,3,University D,False
10177,1,1-21,2024-01-01,English,English Section 5,History,3,University D,True
10177,1,1-22,2024-01-01,English,English Section 8,History,3,University D,True
10177,1,1-23,2024-01-01,Math,Math Section 10,History,3,University D,True
10177,1,1-24,2024-01-01,Science,Science Section 4,History,3,University D,True
10177,1,1-25,2024-01-01,Physics,Physics Section 1,History,3,University D,False
10252,1,1-1,2024-01-01,Biology,Biology Section 5,Biology,2,University E,False
10252,1,1-2,2024-01-01,Economics,Economics Section 10,Biology,2,University E,True
10252,1,1-3,2024-01-01,English,English Section 7,Biology,2,University E,True
10252,1,1-4,2024-01-01,History,History Section 8,Biology,2,University E,True
10252,1,1-5,2024-01-01,Biology,Biology Section 9,Biology,2,University E,True
10252,1,1-6,2024-01-01,Economics,Economics Section 1,Biology,2,University E,True
10252,1,1-7,2024-01-01,History,History Section 3,Biology,2,University E,False
10252,1,1-8,2024-01-01,Math,Math Section 10,Biology,2,University E,False
10252,1,1-9,2024-01-01,English,English Section 8,Biology,2,University E,False
10252,1,1-10,2024-01-01,Economics,Economics Section 6,Biology,2,University E,True
10252,1,1-11,2024-01-01,Biology,Biology Section 2,Biology,2,University E,False
10252,1,1-12,2024-01-01,Math,Math Section 5,Biology,2,University E,True
10252,1,1-13,2024-01-01,History,History Section 4,Biology,2,University E,False
10252,1,1-14,2024-01-01,Science,Science Section 10,Biology,2,University E,True
10252,1,1-15,2024-01-01,Economics,Economics Section 1,Biology,2,University E,True
10252,1,1-16,2024-01-01,Economics,Economics Section 9,Biology,2,University E,True
10252,1,1-17,2024-01-01,English,English Section 10,Biology,2,University E,False
10252,1,1-18,2024-01-01,Science,Science Section 6,Biology,2,University E,True
10252,1,1-19,2024-01-01,History,History Section 5,Biology,2,University E,True
10252,1,1-20,2024-01-01,Economics,Economics Section 3,Biology,2,University E,True
10252,1,1-21,2024-01-01,English,English Section 2,Biology,2,University E,False
10252,1,1-22,2024-01-01,Math,Math Section 1,Biology,2,University E,True
10252,1,1-23,2024-01-01,Math,Math Section 6,Biology,2,University E,False
10252,1,1-24,2024-01-01,Math,Math Section 3,Biology,2,University E,True
10252,1,1-25,2024-01-01,English,English Section 8,Biology,2,University E,True
10001,1,1-1,2024-01-01,English,English Section 10,History,4,University A,True
10001,1,1-2,2024-01-01,Math,Math Section 1,History,4,University A,True
10001,1,1-3,2024-01-01,Biology,Biology Section 4,History,4,University A,False
10001,1,1-4,2024-01-01,Physics,Physics Section 5,History,4,University A,True
10001,1,1-5,2024-01-01,Science,Science Section 4,History,4,University A,True
10001,1,1-6,2024-01-01,Biology,Biology Section 8,History,4,University A,True
10001,1,1-7,2024-01-01,Biology,Biology Section 1,History,4,University A,False
10001,1,1-8,2024-01-01,Economics,Economics Section 9,History,4,University A,False
10001,1,1-9,2024-01-01,History,History Section 2,History,4,University A,False
10001,1,1-10,2024-01-01,Math,Math Section 9,History,4,University A,True
10001,1,1-11,2024-01-01,Science,Science Section 2,History,4,University A,False
10001,1,1-12,2024-01-01,Science,Science Section 4,History,4,University A,False
10001,1,1-13,2024-01-01,History,History Section 5,History,4,University A,True
10001,1,1-14,2024-01-01,Science,Science Section 3,History,4,University A,False
10001,1,1-15,2024-01-01,Economics,Economics Section 8,History,4,University A,True
10001,1,1-16,2024-01-01,Math,Math Section 1,History,4,University A,True
10001,1,1-17,2024-01-01,History,History Section 2,History,4,University A,False
10001,1,1-18,2024-01-01,Physics,Physics Section 5,History,4,University A,True
10001,1,1-19,2024-01-01,Economics,Economics Section 8,History,4,University A,True
10001,1,1-20,2024-01-01,Biology,Biology Section 6,History,4,University A,False
10001,1,1-21,2024-01-01,Economics,Economics Section 3,History,4,University A,False
10001,1,1-22,2024-01-01,History,History Section 9,History,4,University A,False
10001,1,1-23,2024-01-01,Economics,Economics Section 2,History,4,University A,True
10001,1,1-24,2024-01-01,Economics,Economics Section 9,History,4,University A,True
10001,1,1-25,2024-01-01,History,History Section 9,History,4,University A,False
10087,1,1-1,2024-01-01,Physics,Physics Section 3,Biology,4,University B,False
10087,1,1-2,2024-01-01,Economics,Economics Section 3,Biology,4,University B,False
10087,1,1-3,2024-01-01,History,History Section 8,Biology,4,University B,False
10087,1,1-4,2024-01-01,History,History Section 5,Biology,4,University B,True
10087,1,1-5,2024-01-01,Science,Science Section 9,Biology,4,University B,False
10087,1,1-6,2024-01-01,Science,Science Section 8,Biology,4,University B,True
10087,1,1-7,2024-01-01,English,English Section 6,Biology,4,University B,True
10087,1,1-8,2024-01-01,English,English Section 2,Biology,4,University B,False
10087,1,1-9,2024-01-01,Math,Math Section 9,Biology,4,University B,False
10087,1,1-10,2024-01-01,Biology,Biology Section 4,Biology,4,University B,False
10087,1,1-11,2024-01-01,Biology,Biology Section 2,Biology,4,University B,False
10087,1,1-12,2024-01-01,Physics,Physics Section 2,Biology,4,University B,True
10087,1,1-13,2024-01-01,Physics,Physics Section 3,Biology,4,University B,True
10087,1,1-14,2024-01-01,Biology,Biology Section 2,Biology,4,University B,True
10087,1,1-15,2024-01-01,Economics,Economics Section 9,Biology,4,University B,False
10087,1,1-16,2024-01-01,English,English Section 5,Biology,4,University B,True
10087,1,1-17,2024-01-01,Science,Science Section 10,Biology,4,University B,True
10087,1,1-18,2024-01-01,Biology,Biology Section 8,Biology,4,University B,True
10087,1,1-19,2024-01-01,Science,Science Section 3,Biology,4,University B,False
10087,1,1-20,2024-01-01,Biology,Biology Section 5,Biology,4,University B,False
10087,1,1-21,2024-01-01,Economics,Economics Section 6,Biology,4,University B,False
10087,1,1-22,2024-01-01,Biology,Biology Section 4,Biology,4,University B,False
10087,1,1-23,2024-01-01,Biology,Biology Section 6,Biology,4,University B,True
10087,1,1-24,2024-01-01,Math,Math Section 4,Biology,4,University B,False
10087,1,1-25,2024-01-01,Science,Science Section 2,Biology,4,University B,False
10259,1,1-1,2024-01-01,Economics,Economics Section 6,Biology,2,University C,True
10259,1,1-2,2024-01-01,Physics,Physics Section 10,Biology,2,University C,True
10259,1,1-3,2024-01-01,English,English Section 1,Biology,2,University C,False
10259,1,1-4,2024-01-01,Math,Math Section 5,Biology,2,University C,True
10259,1,1-5,2024-01-01,Economics,Economics Section 7,Biology,2,University C,True
10259,1,1-6,2024-01-01,Physics,Physics Section 10,Biology,2,University C,False
10259,1,1-7,2024-01-01,History,History Section 4,Biology,2,University C,False
10259,1,1-8,2024-01-01,Science,Science Section 2,Biology,2,University C,False
10259,1,1-9,2024-01-01,Economics,Economics Section 8,Biology,2,University C,False
10259,1,1-10,2024-01-01,Physics,Physics Section 3,Biology,2,University C,False
10259,1,1-11,2024-01-01,Biology,Biology Section 9,Biology,2,University C,True
10259,1,1-12,2024-01-01,English,English Section 10,Biology,2,University C,True
10259,1,1-13,2024-01-01,English,English Section 4,Biology,2,University C,False
10259,1,1-14,2024-01-01,History,History Section 7,Biology,2,University C,False
10259,1,1-15,2024-01-01,Biology,Biology Section 8,Biology,2,University C,True
10259,1,1-16,2024-01-01,English,English Section 8,Biology,2,University C,True
10259,1,1-17,2024-01-01,Biology,Biology Section 1,Biology,2,University C,False
10259,1,1-18,2024-01-01,Physics,Physics Section 2,Biology,2,University C,False
10259,1,1-19,2024-01-01,English,English Section 5,Biology,2,University C,True
10259,1,1-20,2024-01-01,Economics,Economics Section 3,Biology,2,University C,True
10259,1,1-21,2024-01-01,Biology,Biology Section 8,Biology,2,University C,False
10259,1,1-22,2024-01-01,History,History Section 3,Biology,2,University C,True
10259,1,1-23,2024-01-01,English,English Section 2,Biology,2,University C,True
10259,1,1-24,2024-01-01,Science,Science Section 9,Biology,2,University C,False
10259,1,1-25,2024-01-01,English,English Section 9,Biology,2,University C,True
10162,1,1-1,2024-01-01,English,English Section 1,Economics,2,University D,False
10162,1,1-2,2024-01-01,Physics,Physics Section 7,Economics,2,University D,False
10162,1,1-3,2024-01-01,Science,Science Section 10,Economics,2,University D,True
10162,1,1-4,2024-01-01,Physics,Physics Section 10,Economics,2,University D,False
10162,1,1-5,2024-01-01,Physics,Physics Section 10,Economics,2,University D,True
10162,1,1-6,2024-01-01,Biology,Biology Section 6,Economics,2,University D,True
10162,1,1-7,2024-01-01,History,History Section 4,Economics,2,University D,False
10162,1,1-8,2024-01-01,Science,Science Section 9,Economics,2,University D,True
10162,1,1-9,2024-01-01,Physics,Physics Section 2,Economics,2,University D,True
10162,1,1-10,2024-01-01,Biology,Biology Section 8,Economics,2,University D,False
10162,1,1-11,2024-01-01,Economics,Economics Section 7,Economics,2,University D,True
10162,1,1-12,2024-01-01,History,History Section 3,Economics,2,University D,True
10162,1,1-13,2024-01-01,History,History Section 6,Economics,2,University D,True
10162,1,1-14,2024-01-01,English,English Section 6,Economics,2,University D,True
10162,1,1-15,2024-01-01,Biology,Biology Section 5,Economics,2,University D,True
10162,1,1-16,2024-01-01,Physics,Physics Section 2,Economics,2,University D,True
10162,1,1-17,2024-01-01,Economics,Economics Section 8,Economics,2,University D,True
10162,1,1-18,2024-01-01,Math,Math Section 9,Economics,2,University D,False
10162,1,1-19,2024-01-01,Biology,Biology Section 10,Economics,2,University D,False
10162,1,1-20,2024-01-01,Science,Science Section 9,Economics,2,University D,False
10162,1,1-21,2024-01-01,Physics,Physics Section 7,Economics,2,University D,True
10162,1,1-22,2024-01-01,Economics,Economics Section 6,Economics,2,University D,False
10162,1,1-23,2024-01-01,History,History Section 8,Economics,2,University D,True
10162,1,1-24,2024-01-01,History,History Section 1,Economics,2,University D,False
10162,1,1-25,2024-01-01,Science,Science Section 2,Economics,2,University D,True
10019,1,1-1,2024-01-01,Biology,Biology Section 4,Economics,1,University E,True
10019,1,1-2,2024-01-01,Physics,Physics Section 4,Economics,1,University E,False
10019,1,1-3,2024-01-01,History,History Section 10,Economics,1,University E,False
10019,1,1-4,2024-01-01,Physics,Physics Section 4,Economics,1,University E,False
10019,1,1-5,2024-01-01,History,History Section 3,Economics,1,University E,True
10019,1,1-6,2024-01-01,Math,Math Section 8,Economics,1,University E,True
10019,1,1-7,2024-01-01,History,History Section 5,Economics,1,University E,True
10019,1,1-8,2024-01-01,Biology,Biology Section 9,Economics,1,University E,True
10019,1,1-9,2024-01-01,Biology,Biology Section 7,Economics,1,University E,True
10019,1,1-10,2024-01-01,Science,Science Section 7,Economics,1,University E,False
10019,1,1-11,2024-01-01,Physics,Physics Section 7,Economics,1,University E,False
10019,1,1-12,2024-01-01,History,History Section 6,Economics,1,University E,True
10019,1,1-13,2024-01-01,English,English Section 10,Economics,1,University E,False
10019,1,1-14,2024-01-01,History,History Section 2,Economics,1,University E,False
10019,1,1-15,2024-01-01,Science,Science Section 7,Economics,1,University E,True
10019,1,1-16,2024-01-01,English,English Section 4,Economics,1,University E,False
10019,1,1-17,2024-01-01,English,English Section 9,Economics,1,University E,True
10019,1,1-18,2024-01-01,English,English Section 7,Economics,1,University E,True
10019,1,1-19,2024-01-01,Biology,Biology Section 6,Economics,1,University E,True
10019,1,1-20,2024-01-01,Math,Math Section 5,Economics,1,University E,True
10019,1,1-21,2024-01-01,Science,Science Section 9,Economics,1,University E,True
10019,1,1-22,2024-01-01,History,History Section 9,Economics,1,University E,False
10019,1,1-23,2024-01-01,History,History Section 2,Economics,1,University E,True
10019,1,1-24,2024-01-01,Math,Math Section 9,Economics,1,University E,True
10019,1,1-25,2024-01-01,Economics,Economics Section 4,Economics,1,University E,False
10030,1,1-1,2024-01-01,Economics,Economics Section 6,Economics,4,University A,True
10030,1,1-2,2024-01-01,Science,Science Section 3,Economics,4,University A,False
10030,1,1-3,2024-01-01,English,English Section 1,Economics,4,University A,False
10030,1,1-4,2024-01-01,Economics,Economics Section 2,Economics,4,University A,True
10030,1,1-5,2024-01-01,Economics,Economics Section 7,Economics,4,University A,False
10030,1,1-6,2024-01-01,Physics,Physics Section 6,Economics,4,University A,True
10030,1,1-7,2024-01-01,History,History Section 2,Economics,4,University A,False
10030,1,1-8,2024-01-01,Economics,Economics Section 2,Economics,4,University A,True
10030,1,1-9,2024-01-01,English,English Section 3,Economics,4,University A,False
10030,1,1-10,2024-01-01,Biology,Biology Section 8,Economics,4,University A,True
10030,1,1-11,2024-01-01,Math,Math Section 2,Economics,4,University A,True
10030,1,1-12,2024-01-01,History,History Section 4,Economics,4,University A,False
10030,1,1-13,2024-01-01,Science,Science Section 7,Economics,4,University A,True
10030,1,1-14,2024-01-01,Science,Science Section 6,Economics,4,University A,True
10030,1,1-15,2024-01-01,Economics,Economics Section 6,Economics,4,University A,False
10030,1,1-16,2024-01-01,Economics,Economics Section 5,Economics,4,University A,True
10030,1,1-17,2024-01-01,Math,Math Section 1,Economics,4,University A,False
10030,1,1-18,2024-01-01,Math,Math Section 5,Economics,4,University A,True
10030,1,1-19,2024-01-01,Math,Math Section 6,Economics,4,University A,False
10030,1,1-20,2024-01-01,Biology,Biology Section 2,Economics,4,University A,True
10030,1,1-21,2024-01-01,Science,Science Section 6,Economics,4,University A,False
10030,1,1-22,2024-01-01,Biology,Biology Section 10,Economics,4,University A,True
10030,1,1-23,2024-01-01,Biology,Biology Section 9,Economics,4,University A,True
10030,1,1-24,2024-01-01,Physics,Physics Section 9,Economics,4,University A,False
10030,1,1-25,2024-01-01,English,English Section 10,Economics,4,University A,True
10152,1,1-1,2024-01-01,English,English Section 5,English,3,University B,False
10152,1,1-2,2024-01-01,English,English Section 7,English,3,University B,False
10152,1,1-3,2024-01-01,Science,Science Section 5,English,3,University B,False
10152,1,1-4,2024-01-01,Economics,Economics Section 1,English,3,University B,False
10152,1,1-5,2024-01-01,English,English Section 8,English,3,University B,True
10152,1,1-6,2024-01-01,Science,Science Section 9,English,3,University B,False
10152,1,1-7,2024-01-01,Science,Science Section 7,English,3,University B,True
10152,1,1-8,2024-01-01,Science,Science Section 10,English,3,University B,False
10152,1,1-9,2024-01-01,Biology,Biology Section 4,English,3,University B,False
10152,1,1-10,2024-01-01,Science,Science Section 1,English,3,University B,True
10152,1,1-11,2024-01-01,Science,Science Section 6,English,3,University B,False
10152,1,1-12,2024-01-01,Economics,Economics Section 4,English,3,University B,True
10152,1,1-13,2024-01-01,Science,Science Section 2,English,3,University B,False
10152,1,1-14,2024-01-01,Physics,Physics Section 5,English,3,University B,True
10152,1,1-15,2024-01-01,History,History Section 3,English,3,University B,False
10152,1,1-16,2024-01-01,English,English Section 6,English,3,University B,False
10152,1,1-17,2024-01-01,Math,Math Section 1,English,3,University B,True
10152,1,1-18,2024-01-01,Science,Science Section 9,English,3,University B,False
10152,1,1-19,2024-01-01,Physics,Physics Section 8,English,3,University B,False
10152,1,1-20,2024-01-01,History,History Section 3,English,3,University B,False
10152,1,1-21,2024-01-01,Math,Math Section 8,English,3,University B,False
10152,1,1-22,2024-01-01,Biology,Biology Section 5,English,3,University B,False
10152,1,1-23,2024-01-01,Economics,Economics Section 8,English,3,University B,True
10152,1,1-24,2024-01-01,History,History Section 9,English,3,University B,True
10152,1,1-25,2024-01-01,Biology,Biology Section 6,English,3,University B,True
10046,1,1-1,2024-01-01,English,English Section 9,Biology,3,University C,True
10046,1,1-2,2024-01-01,Biology,Biology Section 5,Biology,3,University C,True
10046,1,1-3,2024-01-01,History,History Section 8,Biology,3,University C,True
10046,1,1-4,2024-01-01,Science,Science Section 3,Biology,3,University C,False
10046,1,1-5,2024-01-01,Economics,Economics Section 4,Biology,3,University C,True
10046,1,1-6,2024-01-01,Biology,Biology Section 7,Biology,3,University C,True
10046,1,1-7,2024-01-01,Biology,Biology Section 9,Biology,3,University C,False
10046,1,1-8,2024-01-01,Math,Math Section 6,Biology,3,University C,False
10046,1,1-9,2024-01-01,Science,Science Section 3,Biology,3,University C,True
10046,1,1-10,2024-01-01,Science,Science Section 2,Biology,3,University C,True
10046,1,1-11,2024-01-01,Physics,Physics Section 10,Biology,3,University C,True
10046,1,1-12,2024-01-01,Economics,Economics Section 5,Biology,3,University C,False
10046,1,1-13,2024-01-01,English,English Section 8,Biology,3,University C,True
10046,1,1-14,2024-01-01,Science,Science Section 4,Biology,3,University C,False
10046,1,1-15,2024-01-01,Math,Math Section 6,Biology,3,University C,False
10046,1,1-16,2024-01-01,Biology,Biology Section 4,Biology,3,University C,True
10046,1,1-17,2024-01-01,English,English Section 9,Biology,3,University C,True
10046,1,1-18,2024-01-01,Science,Science Section 6,Biology,3,University C,False
10046,1,1-19,2024-01-01,Economics,Economics Section 1,Biology,3,University C,True
10046,1,1-20,2024-01-01,Science,Science Section 4,Biology,3,University C,False
10046,1,1-21,2024-01-01,Economics,Economics Section 10,Biology,3,University C,True
10046,1,1-22,2024-01-01,History,History Section 1,Biology,3,University C,False
10046,1,1-23,2024-01-01,English,English Section 2,Biology,3,University C,False
10046,1,1-24,2024-01-01,English,English Section 4,Biology,3,University C,True
10046,1,1-25,2024-01-01,History,History Section 5,Biology,3,University C,True
10003,1,1-1,2024-01-01,Math,Math Section 9,Biology,1,University D,True
10003,1,1-2,2024-01-01,English,English Section 2,Biology,1,University D,False
10003,1,1-3,2024-01-01,English,English Section 5,Biology,1,University D,True
10003,1,1-4,2024-01-01,Biology,Biology Section 8,Biology,1,University D,True
10003,1,1-5,2024-01-01,Science,Science Section 9,Biology,1,University D,True
10003,1,1-6,2024-01-01,Physics,Physics Section 4,Biology,1,University D,True
10003,1,1-7,2024-01-01,Biology,Biology Section 4,Biology,1,University D,True
10003,1,1-8,2024-01-01,Science,Science Section 2,Biology,1,University D,False
10003,1,1-9,2024-01-01,Science,Science Section 4,Biology,1,University D,False
10003,1,1-10,2024-01-01,Physics,Physics Section 8,Biology,1,University D,False
10003,1,1-11,2024-01-01,Math,Math Section 1,Biology,1,University D,False
10003,1,1-12,2024-01-01,Science,Science Section 8,Biology,1,University D,True
10003,1,1-13,2024-01-01,Math,Math Section 6,Biology,1,University D,False
10003,1,1-14,2024-01-01,History,History Section 4,Biology,1,University D,True
10003,1,1-15,2024-01-01,Economics,Economics Section 3,Biology,1,University D,True
10003,1,1-16,2024-01-01,History,History Section 5,Biology,1,University D,True
10003,1,1-17,2024-01-01,Biology,Biology Section 2,Biology,1,University D,True
10003,1,1-18,2024-01-01,Math,Math Section 7,Biology,1,University D,True
10003,1,1-19,2024-01-01,Math,Math Section 8,Biology,1,University D,True
10003,1,1-20,2024-01-01,Physics,Physics Section 10,Biology,1,University D,True
10003,1,1-21,2024-01-01,Physics,Physics Section 9,Biology,1,University D,False
10003,1,1-22,2024-01-01,History,History Section 1,Biology,1,University D,True
10003,1,1-23,2024-01-01,Biology,Biology Section 9,Biology,1,University D,False
10003,1,1-24,2024-01-01,Math,Math Section 1,Biology,1,University D,False
10003,1,1-25,2024-01-01,Physics,Physics Section 8,Biology,1,University D,True
10108,1,1-1,2024-01-01,Physics,Physics Section 6,Science,1,University E,True
10108,1,1-2,2024-01-01,Math,Math Section 2,Science,1,University E,False
10108,1,1-3,2024-01-01,English,English Section 10,Science,1,University E,True
10108,1,1-4,2024-01-01,History,History Section 2,Science,1,University E,False
10108,1,1-5,2024-01-01,Science,Science Section 3,Science,1,University E,True
10108,1,1-6,2024-01-01,Biology,Biology Section 4,Science,1,University E,False
10108,1,1-7,2024-01-01,Science,Science Section 8,Science,1,University E,False
10108,1,1-8,2024-01-01,Biology,Biology Section 5,Science,1,University E,True
10108,1,1-9,2024-01-01,Science,Science Section 6,Science,1,University E,False
10108,1,1-10,2024-01-01,Physics,Physics Section 8,Science,1,University E,True
10108,1,1-11,2024-01-01,Math,Math Section 3,Science,1,University E,True
10108,1,1-12,2024-01-01,Physics,Physics Section 7,Science,1,University E,True
10108,1,1-13,2024-01-01,Economics,Economics Section 2,Science,1,University E,False
10108,1,1-14,2024-01-01,History,History Section 3,Science,1,University E,False
10108,1,1-15,2024-01-01,History,History Section 4,Science,1,University E,True
10108,1,1-16,2024-01-01,Science,Science Section 1,Science,1,University E,False
10108,1,1-17,2024-01-01,History,History Section 8,Science,1,University E,False
10108,1,1-18,2024-01-01,English,English Section 7,Science,1,University E,False
10108,1,1-19,2024-01-01,Physics,Physics Section 8,Science,1,University E,True
10108,1,1-20,2024-01-01,History,History Section 10,Science,1,University E,False
10108,1,1-21,2024-01-01,Science,Science Section 3,Science,1,University E,False
10108,1,1-22,2024-01-01,Physics,Physics Section 3,Science,1,University E,False
10108,1,1-23,2024-01-01,Biology,Biology Section 3,Science,1,University E,False
10108,1,1-24,2024-01-01,History,History Section 7,Science,1,University E,True
10108,1,1-25,2024-01-01,Economics,Economics Section 2,Science,1,University E,False
10235,1,1-1,2024-01-01,History,History Section 4,Engineering,2,University A,True
10235,1,1-2,2024-01-01,English,English Section 4,Engineering,2,University A,False
10235,1,1-3,2024-01-01,English,English Section 4,Engineering,2,University A,True
10235,1,1-4,2024-01-01,Science,Science Section 5,Engineering,2,University A,True
10235,1,1-5,2024-01-01,Biology,Biology Section 1,Engineering,2,University A,False
10235,1,1-6,2024-01-01,English,English Section 2,Engineering,2,University A,True
